"name","ip_address","fqdn","state","guest_os_fullname","guest_reconciled","memory","sys_class_name","cpus","disks","change_control","bios_uuid","comments","company","correlation_id","sys_created_on","sys_created_by","dns_domain","short_description","discovery_source","disks_size","host_name","sys_domain","environment","first_discovered","server","image_path","install_status","location","mac_address","managed_by_group","managed_by","manufacturer","model_id","model_number","last_discovered","operational_status","delivery_date","order_date","owned_by","serial_number","size","support_group","supported_by","sys_tags","sys_updated_on","sys_updated_by","sys_mod_count","vm_cluster_name","vm_inst_id","vm_instance_uuid","vcenter_uuid","vcenter_ref","guest_id","host_id","vendor"
"lxepmariadb","172.29.124.110","lxepmariadb","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","2","","42079c5e-2cf5-f22d-42ea-592910168bd7","","","42 07 9c 5e 2c f5 f2 2d-42 ea 59 29 10 16 8b d7","2023-04-30 23:25:04","prd_mid","","","ServiceNow","110","","global","","2023-04-30 23:25:04","","[vsan-epdc-a] d2c78b62-46bb-0f76-c0ff-f4e9d4620274/lxepmariadb.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:19","Operational","","","","","","","","","2023-05-20 08:58:19","prd_mid","4","","","50078a1c-ca8d-e807-20b2-be9d8a9611c2","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"epdclxkfkbr006","10.121.121.70","epdclxkfkbr006.ep.ocean.com","On","Red Hat Enterprise Linux 7 (64-bit)","false","32,768","VMware Virtual Machine Instance","8","4","","42151f95-facb-3975-b04e-4b7ce0173451","","","42 15 1f 95 fa cb 39 75-b0 4e 4b 7c e0 17 34 51","2023-04-30 23:25:25","prd_mid","","","ServiceNow","1,284","","global","","2023-04-30 23:25:25","","[vsan-epdc-a] ff8b1c5e-14c5-bda3-75d4-f4e9d43cb1de/epdclxkfkbr006.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:19","Operational","","","","","","","","","2023-05-20 08:58:19","prd_mid","4","","","501519ac-6c81-120a-1f35-1a13f5758bef","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"lxepshipstar","172.29.124.37","lxepshipstar","On","Red Hat Enterprise Linux 6 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","42076a6f-2232-7ff4-f914-d5ac34ce443b","","","42 07 6a 6f 22 32 7f f4-f9 14 d5 ac 34 ce 44 3b","2023-04-30 23:25:04","prd_mid","","","ServiceNow","45","","global","","2023-04-30 23:25:04","","[vsan-epdc-a] ddc88b62-7899-591e-fd2b-f4e9d4620274/lxepshipstar.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:19","Operational","","","","","","","","","2023-05-20 08:58:19","prd_mid","4","","","5007377b-7f44-6d94-8932-f1a7246637f4","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel6_64Guest","",""
"lxepweb1","172.29.124.90","lxepweb1","On","Red Hat Enterprise Linux 6 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","7","","4207d871-430e-04da-2eb1-670a9e6adc4c","","","42 07 d8 71 43 0e 04 da-2e b1 67 0a 9e 6a dc 4c","2023-04-30 23:24:57","prd_mid","","","ServiceNow","180","","global","","2023-04-30 23:24:57","","[vsan-epdc-a] 41208562-005e-dc56-6cdf-f4e9d4620274/lxepweb1.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:18","Operational","","","","","","","","","2023-05-20 08:58:18","prd_mid","4","","","5007db6b-08cc-29f6-5278-ac94f8442f26","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel6_64Guest","",""
"lxeptca","172.29.124.14","lxeptca","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","3","","42070374-bd0c-905e-aab9-9f4e0635c589","","","42 07 03 74 bd 0c 90 5e-aa b9 9f 4e 06 35 c5 89","2023-04-30 23:24:57","prd_mid","","","ServiceNow","160","","global","","2023-04-30 23:24:57","","[vsan-epdc-a] 3e208562-5c07-53eb-61a6-f4e9d4620274/lxeptca.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:18","Operational","","","","","","","","","2023-05-20 08:58:18","prd_mid","4","","","50071581-5ae4-5266-9ccc-6e19da2b2637","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"lxeptcb","10.121.64.41","lxeptcb","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","3","","42153c2c-475d-c220-e2b3-050f33f2b305","","","42 15 3c 2c 47 5d c2 20-e2 b3 05 0f 33 f2 b3 05","2023-04-30 23:24:57","prd_mid","","","ServiceNow","160","","global","","2023-04-30 23:24:57","","[vsan-epdc-a] 9e559b63-f620-3dcf-0b0e-f4e9d4620274/lxeptcb.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:18","Operational","","","","","","","","","2023-05-20 08:58:18","prd_mid","4","","","5015612c-57ff-ccfd-efe5-91acab0b6f1d","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"lxepbootappa","172.29.124.88","lxepbootappa","On","Red Hat Enterprise Linux 6 (64-bit)","false","16,384","VMware Virtual Machine Instance","4","3","","4207489e-0e44-5ac1-6d2a-76a6c5fdcf2e","","","42 07 48 9e 0e 44 5a c1-6d 2a 76 a6 c5 fd cf 2e","2023-04-30 23:24:57","prd_mid","","","ServiceNow","38","","global","","2023-04-30 23:24:57","","[vsan-epdc-a] ea1d8562-fe86-7e62-0ecc-f4e9d4620274/lxepbootappa.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:18","Operational","","","","","","","","","2023-05-20 08:58:18","prd_mid","4","","","5007d4ca-3c1a-ebcf-061f-d317ff1076ed","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel6_64Guest","",""
"pclprdsecsplk-ep-01-restore","172.29.124.47","pclprdsecsplk-ep-01","On","Red Hat Enterprise Linux 7 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","3","","421586fc-6c57-0ee1-07b5-45fa6b0751c5","","","42 15 86 fc 6c 57 0e e1-07 b5 45 fa 6b 07 51 c5","2023-04-30 23:24:56","prd_mid","","","ServiceNow","360","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 34e04264-086d-2f25-9ed2-f4e9d4620274/pclprdsecsplk-ep-01-restore.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","5015ca5f-caab-49bf-26a8-02065cd9a7e3","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"lxepreports76","172.29.124.43","lxepreports76","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","2","2","","4207c7a6-f0f2-271d-690c-6b0ed5466ecb","","","42 07 c7 a6 f0 f2 27 1d-69 0c 6b 0e d5 46 6e cb","2023-04-30 23:24:56","prd_mid","","","ServiceNow","80","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] dcc88b62-14bc-ad9e-8882-f4e9d4620274/lxepreports76.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","5007e040-6efd-472a-db46-bce4de460d6e","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"lxepapps","172.29.124.223","lxepapps","On","Red Hat Enterprise Linux 7 (64-bit)","false","4,096","VMware Virtual Machine Instance","4","2","","4207b0ee-704b-acd3-2dc2-4e929168ea6b","","","42 07 b0 ee 70 4b ac d3-2d c2 4e 92 91 68 ea 6b","2023-04-30 23:24:56","prd_mid","","","ServiceNow","26","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] ea1d8562-46d1-1660-8439-f4e9d4620274/lxepapps.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","50077a21-0c0c-cc85-71d8-9aaacf614985","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"lxepdmzfe","10.121.99.20","lxepdmzfe","On","Red Hat Enterprise Linux 7 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","2","","42073c33-4476-7b37-4404-94ecd1e8dee5","","","42 07 3c 33 44 76 7b 37-44 04 94 ec d1 e8 de e5","2023-04-30 23:24:56","prd_mid","","","ServiceNow","60","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 85218562-6a26-c551-9f4f-f4e9d4620274/lxepdmzfe_n.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","50075068-f80b-c107-480a-29a59489b6d3","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"EPSECQLSCGS1-new","","","On","Other 2.6.x Linux (64-bit)","false","16,384","VMware Virtual Machine Instance","2","2","","4215bce7-a3db-cf38-1166-b9ffa0c81c3d","","","42 15 bc e7 a3 db cf 38-11 66 b9 ff a0 c8 1c 3d","2023-04-30 23:24:56","prd_mid","","","ServiceNow","58","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] b6199d63-0cc2-aa53-2cfa-f4e9d4620412/EPSECQLSCGS1-new.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","50155f9b-4340-ef8b-9ab5-e6bb8cb28e8a","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","other26xLinux64Guest","",""
"lxepweb2","172.29.125.97","lxepweb2","On","Red Hat Enterprise Linux 6 (64-bit)","false","8,192","VMware Virtual Machine Instance","2","4","","4207ccd9-ba5b-4b9d-8bcd-146c06d0db9e","","","42 07 cc d9 ba 5b 4b 9d-8b cd 14 6c 06 d0 db 9e","2023-04-30 23:24:57","prd_mid","","","ServiceNow","160","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 3f208562-a2d5-254f-8edf-f4e9d4620274/lxepweb2.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","5007a3da-1c10-1eb3-47d0-35951fa52bcd","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel6_64Guest","",""
"EP-EPO","172.29.126.232","EP-EPO.ep.cruises.princess.com","On","Microsoft Windows Server 2016 or later (64-bit)","false","32,768","VMware Virtual Machine Instance","8","3","","4207e2ce-5a16-1bfc-c095-74d4a812b20e","","","42 07 e2 ce 5a 16 1b fc-c0 95 74 d4 a8 12 b2 0e","2023-04-30 23:24:56","prd_mid","","","ServiceNow","550","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 0f238562-b067-5690-6e4f-f4e9d4620274/EP-EPO.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","5007646b-b001-49ea-59e2-904dd2ec6f43","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows9Server64Guest","",""
"pclepsecqlscgs1","","","On","Other 2.6.x Linux (64-bit)","false","8,192","VMware Virtual Machine Instance","2","1","","564d24b7-0899-3c14-b989-165e0da759f9","","","56 4d 24 b7 08 99 3c 14-b9 89 16 5e 0d a7 59 f9","2023-05-07 10:52:57","prd_mid","","","ServiceNow","8","","global","","2023-05-07 10:52:57","","[vsan-epdc-a] 27205164-a4df-a5a0-3f9f-f4e9d43cadee/pclepsecqlscgs1.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","2","","","52c0d108-d197-bbd4-1e0b-b80b94454f84","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","other26xLinux64Guest","",""
"lxepsplunk","172.29.124.234","lxepsplunk","On","Red Hat Enterprise Linux 6 (64-bit)","false","32,768","VMware Virtual Machine Instance","16","2","","4207bbbb-150b-f4e1-f32a-7580c0ca5765","","","42 07 bb bb 15 0b f4 e1-f3 2a 75 80 c0 ca 57 65","2023-04-30 23:24:56","prd_mid","","","ServiceNow","720","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 3d208562-40eb-4e58-7886-f4e9d4620274/lxepsplunk.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","50078684-a82d-8306-60e1-9b77b6783a40","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel6_64Guest","",""
"epdcwnsnwas001","10.121.64.224","epdcwnsnwas001.ep.cruises.princess.com","On","Microsoft Windows Server 2019 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","2","","4215cac3-8d52-ba0a-0c1f-ee709811b1cd","","","42 15 ca c3 8d 52 ba 0a-0c 1f ee 70 98 11 b1 cd","2023-04-30 23:24:56","prd_mid","","","ServiceNow","180","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] d9962464-464c-46b5-7edb-f4e9d461b09c/epdcwnsnwas001.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","5015efae-c024-dced-224c-e4d010ba9e57","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows2019srv_64Guest","",""
"pclprdsecsplk-ep-02","172.29.124.48","pclprdsecsplk-ep-02","On","Red Hat Enterprise Linux 7 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","3","","4207dd64-d7b6-449f-144e-bba5b6b81c74","","","42 07 dd 64 d7 b6 44 9f-14 4e bb a5 b6 b8 1c 74","2023-04-30 23:24:56","prd_mid","","","ServiceNow","360","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 31568662-c67b-fed2-0983-f4e9d4620274/pclprdsecsplk-ep-02.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:11","Operational","","","","","","","","","2023-05-20 08:58:11","prd_mid","4","","","500740d9-a69d-845e-6454-aea7b495c274","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"EPAIRWINT","172.29.124.220","epairwint.ep.cruises.princess.com","On","Microsoft Windows Server 2016 or later (64-bit)","false","8,192","VMware Virtual Machine Instance","4","1","","4207238c-8226-d3c3-9de8-737322ed515d","","","42 07 23 8c 82 26 d3 c3-9d e8 73 73 22 ed 51 5d","2023-04-30 23:24:56","prd_mid","","","ServiceNow","120","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 3f458562-7801-e5d1-6a26-f4e9d4620274/epairwint.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","50073e56-3340-a079-d640-ee28e3342460","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows9Server64Guest","",""
"EPAIRWDMZ","10.121.97.8","epairwdmz","On","Microsoft Windows Server 2016 or later (64-bit)","false","8,192","VMware Virtual Machine Instance","4","1","","42071c7e-6655-5961-0c19-111f2f8b03e5","","","42 07 1c 7e 66 55 59 61-0c 19 11 1f 2f 8b 03 e5","2023-04-30 23:24:55","prd_mid","","","ServiceNow","120","","global","","2023-04-30 23:24:55","","[vsan-epdc-a] 41458562-041f-c177-a045-f4e9d4620274/epairwdmz.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","5007f145-871a-c1e4-f146-f565d7dc3555","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows9Server64Guest","",""
"lxepapigw2","","","On","Debian GNU/Linux 5 (64-bit)","false","4,096","VMware Virtual Machine Instance","2","1","","42074c31-6675-9fb6-cda9-c17521e92075","","","42 07 4c 31 66 75 9f b6-cd a9 c1 75 21 e9 20 75","2023-04-30 23:24:56","prd_mid","","","ServiceNow","8","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] e91d8562-0c2a-46e0-1604-f4e9d4620274/lxeapigw2.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","5007b0d1-7b7f-6747-b180-30eb6d7a7b26","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","debian5_64Guest","",""
"lxepoceanmon1","172.29.127.94","lxepoceanmon1","On","Red Hat Enterprise Linux 7 (64-bit)","false","2,048","VMware Virtual Machine Instance","1","2","","4207a45a-fb0f-5889-34e8-5e17a92e7c23","","","42 07 a4 5a fb 0f 58 89-34 e8 5e 17 a9 2e 7c 23","2023-04-30 23:24:56","prd_mid","","","ServiceNow","66","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] d0c98b62-7243-a289-c147-f4e9d4620274/lxepoceanmon1.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","500704c7-27c1-d6a6-28e5-55fdf341a8cd","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"epdcwnairdmz001","10.121.97.99","epdcwnairdmz001","On","Microsoft Windows Server 2022 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","2","","4215b1e9-64a3-f6de-b6f5-c334c7884e7d","","","42 15 b1 e9 64 a3 f6 de-b6 f5 c3 34 c7 88 4e 7d","2023-05-07 10:52:56","prd_mid","","","ServiceNow","200","","global","","2023-05-07 10:52:56","","[vsan-epdc-a] 77215064-300b-756e-4374-f4e9d43e8e2a/epdcwnairas001.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","2","","","5015f8b5-fb11-5041-4765-d120c20913f0","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows2019srvNext_64Guest","",""
"EPJDBLITZDB1","10.121.115.61","jd-database","On","Microsoft Windows Server 2012 (64-bit)","false","16,384","VMware Virtual Machine Instance","8","2","","42070c5e-0d60-6a32-897f-afb0ba8e13bf","","","42 07 0c 5e 0d 60 6a 32-89 7f af b0 ba 8e 13 bf","2023-04-30 23:24:56","prd_mid","","","ServiceNow","131","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] ed6d8562-841d-47ac-163e-f4e9d4620274/epjdblitzdb1.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","5007f185-79fa-10c2-af4d-6c81ea81a1e1","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows8Server64Guest","",""
"epcmas3","10.90.0.3","epcmas3.ep.cruises.princess.com","On","Microsoft Windows Server 2016 or later (64-bit)","false","32,768","VMware Virtual Machine Instance","16","4","","42156194-9e13-f492-e29a-69abe90cf906","","","42 15 61 94 9e 13 f4 92-e2 9a 69 ab e9 0c f9 06","2023-04-30 23:24:56","prd_mid","","","ServiceNow","700","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 73c7e663-1a10-756b-7bd2-f4e9d43cb6ca/epcmas3.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","501567c7-1bdf-b7f6-a514-74ced3834a42","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows9Server64Guest","",""
"lxepdmzdns1","10.121.99.21","lxepdmzdns1","On","Red Hat Enterprise Linux 6 (64-bit)","false","1,024","VMware Virtual Machine Instance","1","2","","42074112-f482-4c5e-f2fd-8da67a16746d","","","42 07 41 12 f4 82 4c 5e-f2 fd 8d a6 7a 16 74 6d","2023-04-30 23:24:56","prd_mid","","","ServiceNow","28","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 87218562-e04e-eb46-a56c-f4e9d4620274/lxepdmzdns1.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","50071a19-3018-2b5d-030d-08e65d426d11","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel6_64Guest","",""
"EPCMAS2","10.90.0.2","epcmas2.ep.cruises.princess.com","On","Microsoft Windows Server 2012 (64-bit)","false","32,768","VMware Virtual Machine Instance","8","4","","4207a86c-3e42-9cd7-c676-78f90f3e65a1","","","42 07 a8 6c 3e 42 9c d7-c6 76 78 f9 0f 3e 65 a1","2023-04-30 23:24:56","prd_mid","","","ServiceNow","620","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] f2598562-9696-987d-78bd-f4e9d4620274/epcmas2.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","5007d958-321b-90b6-dcf2-608f7750f54f","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows8Server64Guest","",""
"epcmas4","10.90.0.4","epcmas4.ep.cruises.princess.com","On","Microsoft Windows Server 2016 or later (64-bit)","false","32,768","VMware Virtual Machine Instance","16","4","","4215237b-ccac-06ae-cc50-22669482aa6c","","","42 15 23 7b cc ac 06 ae-cc 50 22 66 94 82 aa 6c","2023-04-30 23:24:56","prd_mid","","","ServiceNow","700","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] dfc3e663-22fd-0995-7ab5-f4e9d43cadee/epcmas4.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","50155ed5-b2c5-2ad3-8867-5d8a15bb785d","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows9Server64Guest","",""
"lxepdmzdns2","10.121.99.22","lxepdmzdns2","On","Red Hat Enterprise Linux 6 (64-bit)","false","1,024","VMware Virtual Machine Instance","1","2","","42071d7f-a91c-310f-c139-06562fae9fc0","","","42 07 1d 7f a9 1c 31 0f-c1 39 06 56 2f ae 9f c0","2023-04-30 23:24:56","prd_mid","","","ServiceNow","28","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 85218562-5a63-4595-796f-f4e9d4620274/lxepdmzdns2.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","50079251-6ebd-8c63-218e-5bf56be53082","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel6_64Guest","",""
"EPCMAS1","10.90.0.1","epcmas1.ep.cruises.princess.com","On","Microsoft Windows Server 2012 (64-bit)","false","32,768","VMware Virtual Machine Instance","8","4","","4207a35a-5b5f-601c-c883-c71357b5d673","","","42 07 a3 5a 5b 5f 60 1c-c8 83 c7 13 57 b5 d6 73","2023-04-30 23:24:56","prd_mid","","","ServiceNow","620","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 42458562-e081-9347-7df5-f4e9d4620274/epcmas1.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","50070723-4053-7b9b-66eb-4144d7708c99","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows8Server64Guest","",""
"EPJDBLITZAPP1","10.121.115.62","jd-gameserver","On","Microsoft Windows Server 2012 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","1","","42073444-7040-ff78-abe6-38563442b8f4","","","42 07 34 44 70 40 ff 78-ab e6 38 56 34 42 b8 f4","2023-04-30 23:24:56","prd_mid","","","ServiceNow","120","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] ec6d8562-4ee1-b41f-505c-f4e9d4620274/epjdblitzapp1.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","50075800-98e6-9198-3301-94c52b5e2a5e","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows8Server64Guest","",""
"lxepcapsule","172.29.124.86","lxepcapsule","On","Red Hat Enterprise Linux 7 (64-bit)","false","12,288","VMware Virtual Machine Instance","4","2","","42078619-7fee-d75e-1ec7-88a2f2b9aff8","","","42 07 86 19 7f ee d7 5e-1e c7 88 a2 f2 b9 af f8","2023-04-30 23:24:56","prd_mid","","","ServiceNow","166","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] eb1d8562-58b1-c2a1-70a6-f4e9d4620274/lxepcapsule.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","50076daf-b7a7-0184-00d5-b97ceb2a9074","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel7_64Guest","",""
"lxepadmin","172.29.124.38","lxepadmin","On","Red Hat Enterprise Linux 6 (64-bit)","false","4,096","VMware Virtual Machine Instance","2","4","","4207bd31-1ae5-c5fc-54fd-55df354d2424","","","42 07 bd 31 1a e5 c5 fc-54 fd 55 df 35 4d 24 24","2023-04-30 23:24:56","prd_mid","","","ServiceNow","85","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 87218562-7e1a-0f72-9044-f4e9d4620274/lxepadmin.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","50070812-95f3-048d-95de-9904e3022c0e","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","rhel6_64Guest","",""
"epdcwnvilas001","10.121.64.139","epdcwnvilas001.ep.cruises.princess.com","On","Microsoft Windows Server 2022 (64-bit)","false","8,192","VMware Virtual Machine Instance","4","2","","42154c98-51f8-e2aa-664a-727c81887353","","","42 15 4c 98 51 f8 e2 aa-66 4a 72 7c 81 88 73 53","2023-05-07 10:52:56","prd_mid","","","ServiceNow","100","","global","","2023-05-07 10:52:56","","[vsan-epdc-a] e8b15264-d6d0-bccc-e97c-f4e9d43cae36/epdcwnvilsn001.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","2","","","5015ed46-0aed-0f5b-068a-f8d232c38d9c","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","windows2019srvNext_64Guest","",""
"EPSPAFG","10.30.174.140","EPSPAFG","On","Other 3.x Linux (64-bit)","false","2,048","VMware Virtual Machine Instance","1","2","","42155e03-5596-833f-b5b2-2a16523e8ba8","","","42 15 5e 03 55 96 83 3f-b5 b2 2a 16 52 3e 8b a8","2023-04-30 23:24:56","prd_mid","","","ServiceNow","32","","global","","2023-04-30 23:24:56","","[vsan-epdc-a] 5bfbeb62-9e84-3d99-a88b-f4e9d4620274/EPSPAFG.vmx","Installed","Emerald Princess","","","","","","","2023-05-20 08:58:10","Operational","","","","","","","","","2023-05-20 08:58:10","prd_mid","4","","","5015b1c9-c836-4184-e331-cc24527901dd","70df3d49-6e0d-4572-bd51-791f2fc699f5","vCenter@10.121.66.70","other3xLinux64Guest","",""
